Category,First Word Letters,Number of Words,Phrase,Total Number of Letters
Same Name,6,5,Little Red Riding & Robin Hood,24
Same Name,4,4,Live And In Concert,16
Same Name,4,4,Live On & First Love,15
Same Name,4,3,Loan & Police Officer,17
Same Name,8,3,Location & Girl Scout,17
Same Name,4,3,Lois & Country Lane,15
Same Name,4,3,Lois & Memory Lane,14
Same Name,4,3,Long & Star Trek,12
Same Name,4,4,Long Grain & Wild Rice,17
Same Name,4,3,Lost & State Highway,16
Same Name,5,3,Lotus & Square Root,15
Same Name,4,3,Love & Bike Handles,15
Same Name,4,4,Love Me & Legal Tender,17
Same Name,5,3,Lower & Upper Bunk,14
Same Name,7,3,Lucille & Beach Ball,16
Same Name,7,3,Lucille & Rubber Ball,17
Same Name,5,3,Lucky & Copper Penny,16
Same Name,4,3,Luke & Animal Cage,14
Same Name,4,3,Luke & Batting Cage,15
Same Name,4,3,Luke & Chris Evans,14
Same Name,4,4,Luke And Chris Evans,17
Same Name,5,3,Lunch & Milk Money,14
Same Name,5,3,Lunch & Red Wagon,13
Same Name,6,3,Luxury Chrysler Sedan,19
Same Name,9,4,Macintosh & The Big Apple,20
Same Name,7,4,Madison Square & Rose Garden,23
Same Name,3,3,Mae & Wild West,11
Same Name,5,3,Magic & Cold Spell,14
Same Name,5,4,Magic And Cold Spell,17
Same Name,7,4,Magical And Flower Power,21
Same Name,7,4,Magical And Purchasing Power,25
Same Name,7,4,Magical And Solar Power,20
Same Name,7,4,Magical And Wind Power,19
Same Name,7,4,Magical And World Power,20
Same Name,8,3,Magnetic & Baseball Field,21
Same Name,8,3,Magnetic & Football Field,21
Same Name,4,3,Main & Golf Course,14
Same Name,4,3,Main & Lunch Menu,13
Same Name,6,3,Makeup & Emergency Kit,18
Same Name,6,4,Making The & Pay Grade,17
Same Name,8,3,Mandarin & Navel Oranges,20
Same Name,3,3,Map & Musk Turtle,13
Same Name,8,4,Marching And Rubber Band,21
Same Name,6,3,Marine & Green Iguana,17
Same Name,6,4,Marine And Green Iguana,20
Same Name,4,3,Mark & Shania Twain,15
Same Name,6,3,Market & Sticker Price,18
Same Name,9,3,Marvelous Marine Mysteries,24
Same Name,6,3,Mashed & Small Potatoes,19
Same Name,7,3,Massage & Beauty Parlor,19
Same Name,7,3,Massage & Olive Oil,15
Same Name,7,4,Massage And Beauty Parlor,22
Same Name,7,3,Matinee & American Idol,19
Same Name,7,3,Matthew & Katy Perry,16
Same Name,3,3,Max & Wind-Chill Factor,18
Same Name,6,3,Memory & Thank-You Card,18
Same Name,8,3,Mentally & Medical Alert,20
Same Name,10,3,Mesolithic & Neolithic Era,22
Same Name,6,3,Meteor & Cold Shower,16
Same Name,6,3,Meteor & Hot Shower,15
Same Name,6,3,Meteor & Warm Shower,16
Same Name,6,4,Meteor And Cold Shower,19
Same Name,7,3,Michael & Diane Keaton,18
Same Name,4,4,Mick & Moves Like Jagger,19
Same Name,6,3,Mickey & Fireplace Mantle,21
Same Name,9,3,Microsoft & Drive-Thru Windows,25
Same Name,6,4,Middle & Though The Ages,19
Same Name,6,4,Middle & Through The Ages,20
Same Name,4,3,Mile & Magic Marker,15
Same Name,8,3,Military & Charging Base,20
Same Name,8,3,Military & First Base,17
Same Name,4,3,Milk & Baby Powder,14
Same Name,9,3,Minnesota & Fraternal Twins,23
Same Name,5,3,Money & Leather Belt,16
Same Name,6,3,Monkey & Chocolate Bars,19
Same Name,7,3,Morning & Mountain Dew,18
Same Name,5,3,Morse & Source Code,15
Same Name,6,3,Mother & Canadian Goose,19
Same Name,6,4,Mother & Duck Duck Goose,19
Same Name,6,4,Mother And Canadian Goose,22
Same Name,5,3,Motor & Olive Oil,13
Same Name,5,3,Movie & Chip Clip,13
Same Name,5,4,Movie & Toy Train Set,16
Same Name,5,3,Music & Capital City,16
Same Name,5,4,Music City & Rising Star,19
Same Name,7,3,Musical & Winning Score,19
Same Name,7,4,Musical And Love Notes,19
Same Name,5,3,Nasal & Secret Passage,18
Same Name,9,3,Nashville & Snake Venom,19
Same Name,6,3,Native & Pizza Hut,14
Same Name,6,3,Nature & Eerie Sounds,17
Same Name,4,3,Neal & Simple Simon,15
Same Name,4,3,Neil & Simple Simon,15
Same Name,4,4,Neil And Simple Simon,18
Same Name,4,3,Neon & Peace Sign,13
Same Name,7,3,Nervous & Computer System,21
Same Name,7,4,Nervous And Nuns Habit,19
Same Name,3,4,New York & Jumbo Jets,16
Same Name,9,3,Newspaper & Lemonade Stand,22
Same Name,9,3,Newspaper & Spinal Column,21
Same Name,2,4,No- Parking & Twilight Zone,21
Same Name,9,3,No-Parking & Twilight Zone,21
Same Name,5,3,North & South Pole,14
Same Name,3,3,Oak & Maple Trees,13
Same Name,11,3,Observation & Television Tower,26
Same Name,8,3,Obstacle & College Course,21
Same Name,6,3,Obtuse & Acute Angle,16
Same Name,5,3,Ocean & First Floor,15
Same Name,3,5,Ode To Billie & Average Joe,21
Same Name,3,6,Ode To Billie And Average Joe,24
Same Name,3,5,Off The Beaten & Walking Path,23
Same Name,8,4,Oklahoma & Salt Lake City,20
Same Name,3,3,Old & New Testament,15
Same Name,7,3,Ominous & Peace Sign,16
Same Name,3,7,One Flew Over The Cuckoo's & Birds Nest,30
Same Name,5,3,Onion & Boxing Ring,15
Same Name,7,3,Orbital & Bike Path,15
Same Name,9,3,Orchestra & Peach Pit,17
Same Name,9,4,Orchestra And Peach Pit,20
Same Name,7,3,Orlando & Early Bloom,17
Same Name,7,3,Orlando & Full Bloom,16
Same Name,5,3,Outer & Limited Space,17
Same Name,7,3,Overdue Bill Murray,17
Same Name,6,3,Oxygen & Army Tank,14
Same Name,6,3,Oxygen & Think Tank,15
Same Name,6,4,Oxygen And Dunk Tank,17
Same Name,6,3,Oyster & David Rockerfeller,23
Same Name,7,3,Oysters & David Rockefeller,23
Same Name,7,3,Pacific & Towering Heights,22
Same Name,7,4,Pacific And Towering Heights,25
Same Name,7,3,Pacific Towering Hieghts,22
Same Name,6,3,Panama & Grand Canal,16
Same Name,8,3,Pandora's & Cardboard Box,20
Same Name,8,3,Pandora's & Squawk Box,17
Same Name,5,3,Paper & Nature Trail,16
Same Name,7,3,Papyrus & Leatherwork Sandal,24
Same Name,7,3,Papyrus & Leatherwork Sandals,25
Same Name,6,4,Parade & Root Beer Float,19
Same Name,6,5,Parade &A Root Beer Float,20
Same Name,8,3,Paraffin & Cheese Dip,17
Same Name,8,4,Parallel And County Lines,22
Same Name,6,3,Parcel & Guard Post,15
Same Name,7,3,Parsley & Corn Flakes,17
Same Name,4,3,Past & Future Tense,15
Same Name,6,4,Patent Leather & Bowling Shoes,25
Same Name,6,5,Patent Leather And Bowling Shoes,28
Same Name,5,3,Peach & Money Pit,13
Same Name,6,3,Peanut & Turtle Shell,17
Same Name,6,4,Peanut And Snail Shell,19
Same Name,6,4,Peanut Butter & Dixie Cups,21
Same Name,6,3,Peanut Butter & Dixiecups,21
Same Name,6,5,Peanut Butter And Dixie Cups,24
Same Name,7,3,Pecking & To-Go Order,16
Same Name,6,3,Pepper & Dandruff Flakes,20
Same Name,6,3,Pepper & Paper Mill,15
Same Name,10,3,Peppermint & Tree Bark,18
Same Name,7,3,Perfect & Boxing Match,18
Same Name,8,3,Personal & Wedding Planner,22
Same Name,5,3,Peter & Frying Pan,14
Same Name,5,3,Phone & Family Tree,15
Same Name,5,3,Piano & Park Bench,14
Same Name,5,4,Piggy And World Banks,18
Same Name,9,3,Pineapple & Mood Rings,18
Same Name,5,3,Pinto & Green Beans,15
Same Name,7,3,Pioneer & Winning Spirit,20
Same Name,3,3,Pit & Cleanup Crew,14
Same Name,10,3,Pittsburgh & Emperor Penguins,25
Same Name,5,3,Pizza & Earth's Crust,16
Same Name,5,3,Pizza & Massage Parlor,18
Same Name,5,4,Pizza And Massage Parlor,21
Same Name,6,3,Poetic & Chief Justice,18
Same Name,5,3,Point & Security Guard,18
Same Name,4,3,Pole & Bank Vault,13
Same Name,6,3,Police & Court Officer,18
Same Name,6,3,Police & Lucky Dog,14
Same Name,6,3,Police & Wolf Whistle,17
Same Name,9,3,Political & Search Party,20
Same Name,7,5,Popcorn & Belle Of The Ball,21
Same Name,8,3,Popsicle & Pogo Stick,17
Same Name,6,3,Potato & Gps Chip,13
Same Name,6,3,Potted & Power Plant,16
Same Name,5,3,Power & News Outlet,15
Same Name,5,3,Power & Rubber Plant,16
Same Name,5,4,Power And Credible Source,22
Same Name,5,4,Power And News Outlet,18
Same Name,12,3,Presidential & Kitchen Cabinet,26
Same Name,12,3,Presidential & Navy Seal,20
Same Name,6,3,Pretty Perennial Plants,21
Same Name,7,3,Protein & Flash Powder,18
Same Name,7,3,Pumpkin & Dry Patch,15
Same Name,8,3,Punching & Tote Bag,15
Same Name,8,3,Quilting & Aunt Bee,15
Same Name,6,3,Quincy & Shirley Jones,18
Same Name,5,3,Radio & Ocean Waves,15
Same Name,7,6,Raiders Of The Lost & Noah's Ark,24
Same Name,3,3,Rat & Ice Pack,10
Same Name,3,3,Ray & Prince Charles,16
Same Name,4,5,Real Estate And Photo Developer,27
Same Name,7,3,Reality & Personal Check,20
Same Name,7,3,Reality & Rent Check,16
Same Name,6,3,Record & Mailing Label,18
Same Name,6,3,Record & Soup Label,15
Same Name,6,4,Record And Soup Label,18
Same Name,3,3,Ree & Phillip Drummond,18
Same Name,10,3,Reflecting & Wading Pool,20
Same Name,10,3,Restaurant & Internet Server,24
Same Name,10,3,Restaurant & Supermarket Chain,26
Same Name,6,4,Retail And Monkey Business,23
Same Name,4,3,Rice & Barley Kasha,15
Same Name,4,3,Rick & Shirley Jones,16
Same Name,10,3,Riverfront & National Park,22
Same Name,8,5,Roasting & Flash In The Pan,21
Same Name,6,3,Robert & Donna Reed,15
Same Name,5,3,Robin & Car Hood,12
Same Name,5,3,Rodeo & Midnight Cowboy,19
Same Name,6,4,Roller And Kentucky Derby,22
Same Name,5,3,Roman & Paid Holiday,16
Same Name,5,3,Roman & Public Forum,16
Same Name,4,3,Root & Erie Canal,13
Same Name,4,4,Root Beer & Parade Float,19
Same Name,5,3,Rough & Cold Draft,14
Same Name,5,3,Round & Cat Island,14
Same Name,6,4,Rubber & Pacific Ground Boa,22
Same Name,6,3,Rubber & Traveling Band,19
Same Name,3,3,Run & Pass Block,12
Same Name,7,3,Russian & Window Dressing,21
Same Name,5,3,Ryder & Coffee Cup,14
Same Name,6,3,Safety & Bowling Pin,16
Same Name,5,3,Salad & Candy Bar,13
Same Name,5,3,Salad & Super Bowl,14
Same Name,6,3,Salary & Baseball Cap,17
Same Name,5,3,Sally & Sunflower Field,19
Same Name,3,4,San Jose & Sand Sharks,17
Same Name,7,3,Sausage & Peppermint Patties,24
Same Name,7,3,Sausage & Web Link,14
Same Name,7,3,Science & Job Fair,14
Same Name,10,3,Scientific & Male Model,19
Same Name,7,3,Seattle & Denzil Washington,23
Same Name,6,3,Second & Mother Nature,18
Same Name,6,3,Senate & Title Page,15
Same Name,11,3,Sensational Seasonal Snacks,25
Same Name,6,3,Septic & Army Tank,14
Same Name,6,3,Sesame & Easy Street,16
Same Name,6,3,Sesame & Wall Street,16
Same Name,6,4,Sesame And Easy Street,19
Same Name,7,3,Shampoo & Punch Bowl,16
Same Name,6,3,Shania & Mark Twain,15
Same Name,5,3,Shark & Fish Tank,13
Same Name,4,3,Shea & Honey Butter,15
Same Name,6,3,Sheryl & Eating Crow,16
Same Name,5,3,Ship's & Popcorn Hull,16
Same Name,8,3,Shipping & Carpool Lane,19
Same Name,5,3,Ship's & College Course,18
Same Name,5,3,Ships & Colleges Course,19
Same Name,7,4,Shirley & Angus T. Jones,18
Same Name,4,3,Shoe & Furniture Polish,19
Same Name,8,5,Shooting & Home On The Range,22
Same Name,8,3,Shooting & Movie Star,17
Same Name,8,3,Shopping & Carpool Lane,19
Same Name,6,3,Shower & Golf Caddy,15
Same Name,6,3,Shrimp & White Toast,16
Same Name,8,3,Siberian & Detroit Tigers,21
Same Name,7,3,Silicon & Tortilla Chip,19
Same Name,5,2,Silly Shenanigans,16
Same Name,3,5,Sin & Key To The City,15
Same Name,7,3,Sixteen & Birthday Candles,22
Same Name,5,3,Sloth & Sun Bear,12
Same Name,6,3,Smooth & Soft Texture,17
Same Name,8,4,Snowball And Celebrated Fight,26
Same Name,5,3,Solar & Celebrity Panel,19
Same Name,5,3,Solar & Control Panel,17
Same Name,5,3,Solar & Expert Panel,16
Same Name,5,4,Solar And Celebrity Panel,22
Same Name,5,5,Songs About & Looks Like Rain,23
Same Name,5,3,Sonic & Baby Boom,13
Same Name,5,3,Sound & Side Effects,16
Same Name,6,3,Source & Dress Code,15
Same Name,5,3,South & National Park,17
Same Name,5,4,Space & Regularly Scheduled Program,30
Same Name,5,4,Space & Regularly Scheduled Programs,31
Same Name,5,3,Space & Time-Release Capsule,23
Same Name,7,3,Spanish Soft Steps,16
Same Name,7,4,Special Attention & Tender-Loving Care,32
Same Name,6,3,Speech & Test Pattern,17
Same Name,8,3,Spelling & Busy Bee,15
Same Name,8,3,Spelling & Queen Bee,16
Same Name,8,3,Spelling & Queen Bees,17
Same Name,8,4,Spelling And Queen Bee,19
Same Name,6,5,Spider And World Wide Web,21
Same Name,7,3,Spoiled & Army Brat,15
Same Name,6,3,Sports & Candy Bar,14
Same Name,6,3,Sports & Concert Arena,18
Same Name,6,3,Spring & Coffee Break,17
Same Name,6,3,Spring & High Fever,15
Same Name,9,3,Sprinkler & Solar System,20
Same Name,5,3,Staff & Grocery List,16
Same Name,5,3,Stage & Pit Crew,12
Same Name,9,3,Starboard & Final Bow,17
Same Name,9,4,Starboard And Final Bow,20
Same Name,5,3,Stars Stripes & States,18
Same Name,8,4,Starship & Golden Gate Bridge,24
Same Name,5,3,State & Red Flag,12
Same Name,5,3,State & Venture Capital,19
Same Name,6,4,Staten Island & Star Ferry,21
Same Name,6,3,States' & Civil Rights,17
Same Name,5,4,Steam And Wiggle Room,18
Same Name,5,3,Steel & Cider Mill,14
Same Name,5,3,Stick & Father Figure,17
Same Name,5,3,Stick & Late Shift,14
Same Name,6,3,Sticky Silky Spiderweb,20
Same Name,5,3,Stock & Money Market,16
Same Name,5,3,Stock & Money Markets,17
Same Name,5,3,Stock & Waiter's Tips,16
Same Name,5,3,Stone & New Age,11
Same Name,9,4,Stonewall And Kate Jackson,23
Same Name,4,3,Stop & Dollar Sign,14
Same Name,7,3,Storage & Family Unit,17
Same Name,5,3,Storm & Power Surge,15
Same Name,10,3,Strawberry & Humble Pie,19
Same Name,10,3,Strawberry & Pearl Jam,18
Same Name,10,3,Strawberry & Traffic Jam,20
Same Name,10,4,Strawberry And Pearl Jam,21
Same Name,7,3,Strikes Spares & Splits,19
Same Name,7,3,Student & Perfect Body,18
Same Name,7,4,Student And Perfect Body,21
Same Name,9,3,Stumbling & Building Block,22
Same Name,7,3,Stylish Shops & Restaurants,23
Same Name,6,3,Sucker & Fruit Punch,16
Same Name,5,3,Sugar & Ice Cubes,13
Same Name,5,3,Sugar & Rose Bowl,13
Same Name,10,3,Suggestion & Cardboard Box,22
Same Name,6,3,Sulfur & City Blocks,16
Same Name,6,3,Summer & Beef Stock,15
Same Name,6,3,Summer & Winter Coat,16
Same Name,9,3,Sunflower & Pumpkin Seeds,21
Same Name,6,4,Sunset & A Bacon Strip,17
Same Name,6,3,Sunset & Bacon Strip,16
Same Name,6,4,Sunset And Bacon Strip,19
Same Name,7,3,Supreme & Traffic Court,19
Same Name,7,3,Supreme & Volleyball Court,22
Same Name,8,3,Surprise & Bridal Party,19
Same Name,5,3,Sweet & Wisdom Tooth,16
Same Name,4,3,Swim & Cedar Trunks,15
Same Name,4,3,Swim & Elephant Trunks,18
Same Name,4,3,Swim & Tree Trunks,14
Same Name,8,4,Swimming & A Baseball Cap,20
Same Name,8,3,Swimming & Baseball Cap,19
Same Name,8,3,Swimming & Reflecting Pool,22
Same Name,6,3,Swivel & Elbow Pads,15
Same Name,6,3,Talent & Boy Scout,14
Same Name,5,3,Taste & Best Buds,13
Same Name,5,3,Tater & Small Tot,13
Same Name,3,3,Tax & Bottle Refund,15
Same Name,3,3,Tax & Wall Bracket,14
Same Name,9,5,Technical & Thanks For Your Support,29
Same Name,8,3,Tectonic Salad Plate,18
Same Name,9,3,Telegraph & Steep Hill,18
Same Name,9,3,Telephone & Ski Poles,17
Same Name,9,3,Telephone & South Pole,18
Same Name,10,3,Television & Airline Pilot,22
Same Name,10,3,Television & English Channel,24
Same Name,10,3,Television & Party Host,19
Same Name,10,3,Television & Tourist Season,23
Same Name,6,4,Tennis And Inaugural Ball,22
Same Name,4,3,Text & Confidentiality Files,24
Same Name,3,4,The Brady & Lunch Bunch,18
Same Name,3,4,The Breakfast & Fitness Club,23
Same Name,3,5,The Breakfast And Fitness Club,26
Same Name,3,5,The Da Vinci & Area Code,18
Same Name,3,4,The French & Bad Connection,22
Same Name,3,4,The Great & Wash Basin,17
Same Name,3,6,The Great And The Wash Basin,23
Same Name,3,5,The Great And Wash Basin,20
Same Name,3,4,The National & Nose Guard,20
Same Name,3,5,The National And Nose Guard,23
Same Name,3,4,The Rolling & Skipping Stone,23
Same Name,3,4,The Sixth & Common Sense,19
Same Name,3,4,The Twilight & School Zone,21
Same Name,3,4,The Washington & Scratching Post,27
Same Name,3,4,The Weather & English Channel,24
Same Name,3,4,The Wild & Brady Bunch,17
Same Name,3,5,The Wizard Of & Dr. Oz,15
Same Name,7,3,Theater & Wedding Usher,19
Same Name,5,3,Think & Water Tank,14
Same Name,6,3,Thomas & George Jefferson,21
Same Name,8,3,Thompson & Fraternal Twins,22
Same Name,5,3,Tidal & Permanent Wave,18
Same Name,3,3,Tie & Video Clip,12
Same Name,4,3,Time & Safety Zone,14
Same Name,6,5,Tissue And Post Office Box,22
Same Name,8,3,Toll-Free & Lucky Number,19
Same Name,3,4,Tom And Diane Sawyer,17
Same Name,5,3,Total & Accountable Recall,22
Same Name,5,3,Total & Automobile Recall,21
Same Name,7,3,Traffic & Blueberry Jam,19
Same Name,7,3,Traffic & Raspberry Jam,19
Same Name,7,3,Traffic & Strawberry Jam,20
Same Name,7,4,Traffic And Blackberry Jam,23
Same Name,5,3,Train & Dog Whistle,15
Same Name,5,4,Train & Right On Track,17
Same Name,7,3,Trained & State Seal,16
Same Name,6,3,Travel & Generous Tips,18
Same Name,6,3,Travel & Gift Package,17
Same Name,6,3,Travel & Tour Guide,15
Same Name,8,4,Treasure And World Map,19
Same Name,6,3,Treble & Bass Clef,14
Same Name,4,3,Tree & Dog Bark,11
Same Name,4,3,Tree & Peppermint Bark,18
Same Name,8,3,Tropical & Temperate Zone,21
Same Name,4,3,True & Puppy Love,13
Same Name,5,3,Tulip & Light Bulb,14
Same Name,6,3,Twelve & Bowling Pins,17
Same Name,8,4,Twilight And Comfort Zone,22
Same Name,8,4,Twilight And Time Zone,19
Same Name,5,3,Tyler & Matthew Perry,17
Same Name,10,3,Typewriter & Hair Ribbon,20
Same Name,4,3,Tyra & Investment Banks,19
Same Name,9,4,Unanimous And Final Decision,25
Same Name,10,3,Undercover & Free Agent,19
Same Name,5,3,Upper & Lower Body,14
Same Name,7,4,Useless And Additional Information,31
Same Name,5,3,Vanna & Snow White,14
Same Name,7,4,Vantage & What's Your Point,21
Same Name,7,4,Vantage & What's Your Point?,21
Same Name,5,3,Vapor & Traffic Cone,16
Same Name,7,3,Varsity & David Letterman,21
Same Name,9,3,Vegetable & Rough Patch,19
Same Name,7,4,Vending And Slot Machine,21
Same Name,5,3,Video & Mind Game,13
Same Name,7,4,Vincent & Worth The Price,20
Same Name,5,3,Vinyl & Public Record,17
Same Name,5,3,Vinyl & World Records,17
Same Name,5,4,Vinyl And Public Record,20
Same Name,5,4,Viola And Geena Davis,18
Same Name,3,4,Vip And Shopping List,18
Same Name,5,3,Voice & Life Coach,14
Same Name,10,3,Volleyball & Butterfly Net,22
Same Name,6,3,Waffle & Safety Cone,16
Same Name,5,3,Wagon & Speeding Train,18
Same Name,4,4,Wait Your & Sharp Turn,17
Same Name,7,3,Walking & Sightseeing Tour,22
Same Name,7,3,Warning & Turn Signal,17
Same Name,6,3,Warren & Ned Beatty,15
Same Name,5,4,Water And Softball Pitcher,23
Same Name,3,4,Way Off & Military Base,18
Same Name,5,3,Wayne & Isaac Newton,16
Same Name,7,3,Wedding & Marching Band,19
Same Name,7,3,Wedding & Orbital Ring,18
Same Name,7,3,Wedding & Warm Reception,20
Same Name,7,4,Wedding And Daily Planner,22
Same Name,7,3,Welcome & Place Mat,15
Same Name,4,3,West & Chicken Wing,15
Same Name,8,3,Westward & Business Expansion,25
Same Name,5,3,White & Merry Christmas,19
Same Name,5,3,Whole & Half Rest,13
Same Name,7,3,Whoopee & Sofa Cushion,18
Same Name,6,3,Whoopi & Bernard Goldberg,21
Same Name,4,3,Will & Granny Smith,15
Same Name,6,3,Window & Movie Screen,17
Same Name,7,3,Witches' & Ice-Cold Brew,18
Same Name,7,3,Witness & Lemonade Stand,20
Same Name,7,3,Witness & Umbrella Stand,20
Same Name,8,3,Wolfgang & Hockey Puck,18
Same Name,7,3,Working & Elite Class,17
Same Name,7,4,Working And Elite Class,20
Same Name,7,3,Wrinkle & Sour Cream,16
Same Name,7,3,Writer's & City Block,16
Same Name,7,3,Written Oral Exam,15
Same Name,4,3,Yoga & Movie Studio,15
Same Name,4,4,Yoga And Movie Study,17
Same Name,4,4,Yoga And Precarious Position,25
Same Name,3,4,You Silly & Christmas Goose,22
Same Name,8,3,Youthful & Writing Style,20
Same Name,7,3,Youtube & English Channel,21
Same Name,3,3,Zip & Area Code,11
Same Name,2,3,Zz & Big Top,8
Show Biz,1,6,A Live Performance Of The Nutcracker,31
Show Biz,1,7,A Movie The Entire Family Can See,27
Show Biz,1,6,A New Season Of Arrested Development,31
Show Biz,1,3,A Sight Gag,9
Show Biz,4,6,Abbi Jacobson Stars In Broad City,28
Show Biz,6,3,Abbott & Costello Movies,20
Show Biz,7,3,Academy Award Nomination,22
Show Biz,7,3,Academy Award Nominee,19
Show Biz,7,5,Academy Award Winner Gary Oldman,28
Show Biz,7,2,Academy Awards,13
Show Biz,6,2,Acting Lessons,13
Show Biz,6,3,Action- Packed Drama,17
Show Biz,15,2,Action-Adventure Movies,21
Show Biz,15,2,Action-Adventure Series,21
Show Biz,12,2,Action-Packed Drama,17
Show Biz,12,2,Action-Packed Movie,17
Show Biz,4,5,Adam Sandler Stars In Pixels,24
Show Biz,4,7,Adam Sandler Stars In The Longest Yard,32
Show Biz,5,5,Aisha Tyler Stars In Archer,23
Show Biz,2,7,Al Pacino Stars In Dog Day Afternoon,30
Show Biz,2,5,Al Pacino Stars In Scarface,23
Show Biz,2,6,Al Pacino Stars In The Godfather,27
Show Biz,2,6,Al Pacino Stars In The Recruit,25
Show Biz,6,6,Albert Brooks Stars In The Scout,27
Show Biz,6,3,Alfred Hitchcock's Psycho,22
Show Biz,6,3,Alpine New Wave,13
Show Biz,7,2,Amazing Impressionists,21
Show Biz,7,2,Amazing Show,11
Show Biz,7,3,Amazing Sound Effects,19
Show Biz,8,3,American Idol Judges,18
Show Biz,8,3,American Zoetrope Studios,23
Show Biz,3,6,Amy Adams Stars In Sharp Objects,27
Show Biz,3,5,Amy Poehler Stars In Sisters,24
Show Biz,3,7,Amy Schumer Stars In I Feel Pretty,28
Show Biz,3,5,Amy Schumer Stars In Trainwreck,27
Show Biz,3,5,And The Award Goes To,17
Show Biz,8,2,Animated Movie,13
